"VaR","ES"
-0.0130605569269903,-0.0183512707389489
-0.0130508468137153,-0.0180793472939654
-0.0128277659474731,-0.0173573320190903
-0.0129694486899979,-0.0172887204836713
-0.0144117358820438,-0.0185351245010479
-0.0138091692859867,-0.0184322760431773
-0.014218344822021,-0.0198121970966663
-0.0144307793632178,-0.0192572092176056
-0.0145994577643925,-0.0198219968257108
-0.0145057894311582,-0.0199815256965387
-0.0144414411340508,-0.0195055788843012
-0.0144036164529621,-0.0196520090363836
-0.0146836171846217,-0.0196604640077417
-0.0145207699908479,-0.0200318258542995
-0.0148160490114731,-0.019211507091675
-0.0145975744238851,-0.0190313173069298
-0.0143221998827181,-0.0188751977405183
-0.013721615960093,-0.0192711812005678
-0.0135782202586942,-0.0185930601509717
-0.0136757066221102,-0.0188299901725899
-0.0137550508842952,-0.0186474790417694
-0.0134047200750625,-0.0184361098779919
-0.0139422468261746,-0.0193649688748142
-0.015294341727332,-0.0206901701169337
-0.0165556585959991,-0.0218914705653632
